ポケモンタイプのみ強さランキング

単タイプのみでのランキング
Final Type Rankings:
643   Fairy/Flying/Poison            0.000972
644   Fire/Psychic                   0.000971
645   Dragon/Fire/Normal             0.000971
646   Dark/Poison/Steel              0.000971
647   Dark/Rock/Steel                0.000970
648   Dragon/Fighting/Poison         0.000970
649   Fairy/Ice/Poison               0.000970
650   Psychic/Rock                   0.000970
651   Dark/Grass/Poison              0.000970
652   Bug/Fire/Grass                 0.000970
653   Flying/Ice/Poison              0.000969
654   Ice/Poison/Steel               0.000969
655   Dragon/Electric/Steel          0.000969
656   Dark/Fairy/Normal              0.000968
657   Dragon/Electric/Fairy          0.000968
658   Ghost/Psychic/Water            0.000968
659   Electric/Fairy/Poison          0.000966
660   Grass/Ice/Poison               0.000966
661   Dragon/Grass/Water             0.000966
662   Ghost/Steel                    0.000966
663   Fighting/Grass/Poison          0.000965
664   Flying/Ghost/Poison            0.000965
665   Dark/Fighting/Normal           0.000965
666   Dark/Ice/Steel                 0.000965
667   Dragon/Normal/Water            0.000965
668   Electric/Ghost/Normal          0.000964
669   Flying/Ghost/Normal            0.000964
670   Dragon/Fire/Poison             0.000964
671   Dark/Flying/Grass              0.000964
672   Grass/Ice/Steel                0.000963
673   Fire/Steel                     0.000963
674   Ice/Normal/Rock                0.000963
675   Bug/Electric/Psychic           0.000962
676   Dragon/Flying/Ice              0.000962
677   Dragon/Fairy/Ice               0.000962
678   Dark/Electric/Ghost            0.000961
679   Bug/Electric/Flying            0.000961
680   Fire/Flying/Normal             0.000961
681   Dark/Fairy/Grass               0.000959
682   Ground                         0.000959
683   Fire/Normal/Steel              0.000959
684   Electric/Grass/Steel           0.000959
685   Dragon/Ice/Psychic             0.000955
686   Bug/Fairy/Psychic              0.000955
687   Fairy/Grass/Ice                0.000955
688   Dark/Dragon/Water              0.000955
689   Bug/Ghost/Ice                  0.000955
690   Dark/Electric/Poison           0.000955
691   Dark/Dragon/Steel              0.000954
692   Fire/Flying                    0.000954
693   Electric/Psychic/Steel         0.000954
694   Dark/Poison                    0.000954
695   Dragon/Steel                   0.000954
696   Ghost/Grass/Poison             0.000953
697   Bug/Ice/Steel                  0.000953
698   Grass/Psychic/Water            0.000953
699   Bug/Dark/Poison                0.000953
700   Grass/Ice/Psychic              0.000952
701   Fairy/Grass/Poison             0.000952
702   Grass/Psychic/Steel            0.000952
703   Ghost/Poison/Steel             0.000952
704   Grass/Poison/Steel             0.000951
705   Fairy/Flying/Grass             0.000951
706   Dragon/Grass/Ice               0.000951
707   Dark/Grass/Water               0.000950
708   Dragon/Ice/Poison              0.000950
709   Bug/Grass/Water                0.000950
710   Ice/Normal/Psychic             0.000950
711   Dark/Flying                    0.000949
712   Rock/Steel                     0.000949
713   Fire/Poison/Steel              0.000949
714   Bug/Dark/Electric              0.000948
715   Flying/Ice                     0.000948
716   Electric/Rock/Steel            0.000948
717   Dragon/Electric/Rock           0.000948
718   Ghost/Psychic/Steel            0.000947
719   Dragon/Poison/Steel            0.000947
720   Fairy/Flying/Normal            0.000947
721   Electric/Grass/Poison          0.000946
722   Dark/Electric/Steel            0.000946
723   Dark/Grass/Steel               0.000946
724   Poison/Rock/Steel              0.000945
725   Fairy/Psychic                  0.000945
726   Bug/Fighting/Poison            0.000944
727   Psychic/Water                  0.000943
728   Electric/Fire/Normal           0.000942
729   Electric/Ice/Normal            0.000942
730   Flying/Ice/Normal              0.000942
731   Normal/Psychic/Steel           0.000942
732   Grass/Normal/Water             0.000942
733   Dark/Water                     0.000941
734   Dark/Grass/Ice                 0.000941
735   Fairy/Flying                   0.000941
736   Fairy/Ice/Normal               0.000940
737   Bug/Fire/Flying                0.000940
738   Flying/Ghost                   0.000940
739   Dragon/Poison/Rock             0.000940
740   Dark/Electric/Rock             0.000939
741   Dragon/Electric/Flying         0.000939
742   Dark/Fire/Normal               0.000939
743   Ice/Psychic                    0.000939
744   Bug/Ice/Psychic                0.000938
745   Bug/Fire/Poison                0.000938
746   Bug/Flying/Ghost               0.000938
747   Fairy/Ice                      0.000937
748   Dark/Ghost/Normal              0.000937
749   Dark/Flying/Normal             0.000937
750   Grass/Water                    0.000936
751   Electric/Fire                  0.000936
752   Fairy/Grass/Psychic            0.000935
753   Fighting/Normal/Poison         0.000934
754   Bug/Dark/Flying                0.000933
755   Ghost/Normal/Psychic           0.000933
756   Dark/Electric/Psychic          0.000933
757   Dark/Dragon/Fighting           0.000933
758   Bug/Fire/Normal                0.000931
759   Ice/Steel                      0.000929
760   Dragon/Electric/Ghost          0.000929
761   Flying/Grass/Poison            0.000929
762   Dark/Dragon/Fairy              0.000928
763   Bug/Electric/Normal            0.000928
764   Dragon/Rock                    0.000927
765   Dark/Dragon/Rock               0.000927
766   Flying/Grass/Psychic           0.000927
767   Poison/Psychic/Steel           0.000927
768   Flying/Poison/Psychic          0.000927
769   Bug/Poison/Steel               0.000926
770   Bug/Dark/Ice                   0.000926
771   Grass/Poison/Psychic           0.000926
772   Dragon/Flying/Ghost            0.000926
773   Bug/Dragon/Electric            0.000924
774   Psychic/Steel                  0.000924
775   Dragon/Fairy/Poison            0.000924
776   Dark/Dragon/Poison             0.000923
777   Ghost/Grass/Normal             0.000923
778   Dark/Normal/Poison             0.000923
779   Fairy/Normal/Poison            0.000922
780   Bug/Poison/Psychic             0.000922
781   Bug/Fairy/Ice                  0.000921
782   Bug/Ghost/Poison               0.000921
783   Bug/Dark/Psychic               0.000921
784   Bug/Fairy/Flying               0.000921
785   Flying/Ghost/Psychic           0.000920
786   Bug/Fairy/Poison               0.000920
787   Dragon/Fairy/Psychic           0.000920
788   Bug/Flying/Ice                 0.000918
789   Bug/Dragon/Fighting            0.000917
790   Bug/Electric/Poison            0.000916
791   Dragon/Fairy/Flying            0.000916
792   Fighting/Poison                0.000916
793   Ghost/Normal                   0.000914
794   Bug/Fighting/Normal            0.000914
795   Fighting/Grass/Normal          0.000914
796   Dark/Ghost/Psychic             0.000914
797   Dragon/Fighting/Grass          0.000914
798   Ghost/Normal/Poison            0.000914
799   Dark/Rock                      0.000912
800   Dark/Normal/Water              0.000911
801   Ice/Poison                     0.000910
802   Electric/Ghost/Poison          0.000910
803   Electric/Ghost                 0.000910
804   Dark/Ghost                     0.000909
805   Bug/Normal/Steel               0.000909
806   Dragon/Ghost/Poison            0.000909
807   Bug/Dark/Ghost                 0.000909
808   Flying/Normal/Psychic          0.000909
809   Dark/Steel                     0.000908
810   Ice/Normal/Poison              0.000908
811   Bug/Steel                      0.000908
812   Electric/Fire/Poison           0.000908
813   Electric/Normal/Psychic        0.000907
814   Normal/Water                   0.000907
815   Dark/Ice                       0.000907
816   Electric/Ghost/Psychic         0.000906
817   Normal/Rock/Steel              0.000906
818   Bug/Ghost/Psychic              0.000905
819   Bug/Fire                       0.000905
820   Dark/Ghost/Grass               0.000905
821   Dark/Dragon/Ice                0.000904
822   Fairy/Poison                   0.000904
823   Bug/Ghost/Normal               0.000904
824   Bug/Dragon/Ice                 0.000903
825   Bug/Flying/Psychic             0.000902
826   Bug/Electric                   0.000902
827   Dark/Dragon/Flying             0.000901
828   Ghost/Poison/Psychic           0.000900
829   Normal/Poison/Psychic          0.000900
830   Fairy/Normal                   0.000900
831   Bug/Dragon/Ghost               0.000900
832   Electric/Poison/Psychic        0.000899
833   Bug/Dragon/Fairy               0.000899
834   Electric/Rock                  0.000899
835   Dragon/Fighting/Normal         0.000899
836   Bug/Ice/Poison                 0.000899
837   Grass/Ice                      0.000898
838   Normal/Poison/Rock             0.000898
839   Flying/Grass/Normal            0.000898
840   Dragon/Ice                     0.000897
841   Ice/Normal/Steel               0.000897
842   Dragon/Electric/Psychic        0.000895
843   Electric/Grass/Psychic         0.000895
844   Electric/Poison/Rock           0.000895
845   Ghost/Grass/Psychic            0.000894
846   Bug/Fairy/Normal               0.000894
847   Fire/Normal                    0.000893
848   Poison/Rock                    0.000893
849   Dark/Electric/Grass            0.000892
850   Dragon/Normal/Rock             0.000892
851   Electric/Normal/Rock           0.000891
852   Flying/Grass                   0.000891
853   Fire/Normal/Poison             0.000890
854   Water                          0.000890
855   Grass/Ice/Normal               0.000890
856   Grass/Steel                    0.000888
857   Dragon/Ghost/Grass             0.000888
858   Electric/Steel                 0.000887
859   Flying/Psychic                 0.000886
860   Dragon/Poison/Psychic          0.000886
861   Dragon/Normal/Steel            0.000885
862   Dragon/Fighting                0.000885
863   Dragon/Flying/Poison           0.000884
864   Bug/Grass/Steel                0.000883
865   Dragon/Ghost/Normal            0.000882
866   Fairy/Grass/Normal             0.000882
867   Bug/Electric/Grass             0.000882
868   Ghost/Grass                    0.000881
869   Bug/Flying/Grass               0.000879
870   Bug/Fighting/Grass             0.000879
871   Bug/Dragon/Psychic             0.000879
872   Bug/Grass/Ice                  0.000878
873   Fire/Poison                    0.000878
874   Dark/Normal/Rock               0.000878
875   Dragon/Electric/Grass          0.000877
876   Dragon/Flying/Psychic          0.000877
877   Bug/Normal/Psychic             0.000877
878   Electric/Normal/Steel          0.000876
879   Bug/Ghost/Grass                0.000876
880   Dragon/Fairy/Normal            0.000876
881   Fighting/Grass                 0.000876
882   Dark/Normal/Psychic            0.000876
883   Dragon/Flying/Grass            0.000876
884   Ghost/Poison                   0.000876
885   Bug/Fighting                   0.000876
886   Grass/Normal/Steel             0.000875
887   Flying/Normal/Poison           0.000874
888   Electric/Poison/Steel          0.000873
889   Dark/Psychic                   0.000873
890   Bug/Flying/Poison              0.000872
891   Bug/Ghost                      0.000872
892   Dragon/Fairy                   0.000871
893   Dragon/Grass/Poison            0.000871
894   Rock                           0.000870
895   Fighting/Normal                0.000870
896   Dark/Ice/Normal                0.000869
897   Electric/Grass/Normal          0.000869
898   Fairy                          0.000868
899   Bug/Fairy                      0.000868
900   Dragon/Electric/Poison         0.000867
901   Dark/Electric                  0.000866
902   Flying/Poison                  0.000866
903   Fire                           0.000866
904   Bug/Dragon/Poison              0.000866
905   Bug/Ice/Normal                 0.000865
906   Electric/Psychic               0.000865
907   Dragon/Fairy/Grass             0.000865
908   Dark/Grass/Psychic             0.000864
909   Dragon/Ghost/Psychic           0.000864
910   Bug/Dragon/Flying              0.000861
911   Bug/Psychic                    0.000860
912   Grass/Normal/Poison            0.000859
913   Dragon/Ice/Normal              0.000859
914   Dark/Dragon/Electric           0.000859
915   Dark/Dragon/Psychic            0.000859
916   Poison/Psychic                 0.000858
917   Bug/Fairy/Grass                0.000857
918   Fairy/Grass                    0.000857
919   Normal/Poison/Steel            0.000856
920   Normal/Rock                    0.000855
921   Poison/Steel                   0.000854
922   Flying/Normal                  0.000853
923   Bug/Ice                        0.000852
924   Dragon/Ghost                   0.000852
925   Bug/Grass/Psychic              0.000851
926   Dark/Dragon/Ghost              0.000850
927   Bug/Flying/Normal              0.000849
928   Electric/Grass                 0.000849
929   Dark/Normal/Steel              0.000848
930   Ice                            0.000848
931   Bug/Dark/Normal                0.000847
932   Dragon/Flying/Normal           0.000845
933   Dragon/Flying                  0.000842
934   Bug/Flying                     0.000841
935   Dark/Electric/Normal           0.000840
936   Ice/Normal                     0.000839
937   Dragon/Electric                0.000839
938   Ghost/Psychic                  0.000838
939   Dragon/Electric/Normal         0.000838
940   Grass/Poison                   0.000836
941   Flying                         0.000836
942   Normal/Psychic                 0.000834
943   Dragon/Grass/Psychic           0.000833
944   Electric/Normal/Poison         0.000831
945   Bug/Dark/Grass                 0.000830
946   Grass/Normal/Psychic           0.000829
947   Bug/Dark/Dragon                0.000827
948   Bug/Dark                       0.000827
949   Dragon/Normal/Psychic          0.000826
950   Fighting                       0.000824
951   Steel                          0.000820
952   Electric/Normal                0.000820
953   Bug/Grass/Poison               0.000816
954   Normal/Steel                   0.000816
955   Dark/Dragon/Grass              0.000816
956   Dragon/Normal/Poison           0.000814
957   Dragon/Poison                  0.000810
958   Bug/Normal/Poison              0.000809
959   Dark/Grass/Normal              0.000805
960   Bug/Dragon/Normal              0.000804
961   Bug/Dragon/Grass               0.000804
962   Ghost                          0.000804
963   Dragon/Psychic                 0.000803
964   Dark/Grass                     0.000803
965   Grass/Psychic                  0.000800
966   Electric/Poison                0.000799
967   Bug/Poison                     0.000781
968   Bug/Dragon                     0.000779
969   Dragon/Grass/Normal            0.000776
970   Bug/Grass/Normal               0.000770
971   Dragon/Grass                   0.000769
972   Dark/Dragon                    0.000766
973   Dark/Normal                    0.000765
974   Dark                           0.000764
975   Bug/Normal                     0.000760
976   Dark/Dragon/Normal             0.000760
977   Electric                       0.000760
978   Normal/Poison                  0.000755
979   Grass/Normal                   0.000754
980   Psychic                        0.000736
981   Dragon/Normal                  0.000732
982   Bug/Grass                      0.000724
983   Dragon                         0.000699
984   Poison                         0.000687
985   Normal                         0.000683
986   Bug                            0.000682
987   Grass                          0.000671
